mid,nc.unadj,nc
HMDB0008792,0.36 (0.05-1.88),0.36000 
HMDB0008793,0.32 +/- 0.08,0.32000 
HMDB0008794,0.25 +/- 0.07,0.25000 
HMDB0008795,0.25 +/- 0.07,0.25000 
HMDB0008797,0.18 +/- 0.04,0.18000 
HMDB0008798,0.32 +/- 0.11,0.32000 
HMDB0008799,0.32 +/- 0.11,0.32000 
HMDB0008817,0.45 (0.30-1.42),0.45000 
HMDB0008818,0.32 +/- 0.08,0.32000 
HMDB0008819,0.25 +/- 0.07,0.25000 
HMDB0008820,0.25 +/- 0.07,0.25000 
HMDB0009779,0.746 +/- 0.165,0.74600 
HMDB0009781,0.473 +/- 0.101,0.47300 
HMDB0009782,1.78 +/- 0.14,1.78000 
HMDB0009783,1.78 +/- 0.14,1.78000 
HMDB0009784,2.64 +/- 1.30,2.64000 
HMDB0009785,0.269 +/- 0.015,0.26900 
HMDB0009786,4.29 +/- 0.39,4.29000 
HMDB0009787,1.17 +/- 0.06,1.17000 
HMDB0009788,1.17 +/- 0.06,1.17000 
HMDB0009789,1.27 +/- 0.08,1.27000 
HMDB0009790,1.27 +/- 0.08,1.27000 
HMDB0009791,0.189 +/- 0.059,0.18900 
HMDB0009792,1.830 +/- 0.140,1.83000 
HMDB0009793,11.0 +/- 0.7,11.00000 
HMDB0009794,11.0 +/- 0.7,11.00000 
HMDB0009795,1.28 +/- 0.14,1.28000 
HMDB0009796,1.28 +/- 0.14,1.28000 
HMDB0009797,0.746 +/- 0.165,0.74600 
HMDB0009799,1.78 +/- 0.14,1.78000 
HMDB0009800,2.64 +/- 1.30,2.64000 
HMDB0009801,2.64 +/- 1.30,2.64000 
HMDB0009803,2.64 +/- 1.30,2.64000 
HMDB0009804,1.28 +/- 0.14,1.28000 
HMDB0009805,0.473 +/- 0.101,0.47300 
HMDB0009806,1.78 +/- 0.14,1.78000 
HMDB0009807,2.64 +/- 1.30,2.64000 
HMDB0009808,0.269 +/- 0.015,0.26900 
HMDB0009809,4.29 +/- 0.39,4.29000 
HMDB0009810,1.17 +/- 0.06,1.17000 
HMDB0009811,1.17 +/- 0.06,1.17000 
HMDB0009812,0.189 +/- 0.059,0.18900 
HMDB0009813,1.830 +/- 0.140,1.83000 
HMDB0009814,1.830 +/- 0.140,1.83000 
HMDB0009815,11.0 +/- 0.7,11.00000 
HMDB0009816,11.0 +/- 0.7,11.00000 
HMDB0009817,0.451 +/- 0.030,0.45100 
HMDB0009818,0.451 +/- 0.030,0.45100 
HMDB0009819,0.475 +/- 0.046,0.47500 
HMDB0009820,0.475 +/- 0.046,0.47500 
HMDB0009821,0.540 +/- 0.053,0.54000 
HMDB0009822,1.78 +/- 0.14,1.78000 
HMDB0009823,2.64 +/- 1.30,2.64000 
HMDB0009824,4.29 +/- 0.39,4.29000 
HMDB0009825,4.29 +/- 0.39,4.29000 
HMDB0009826,1.17 +/- 0.06,1.17000 
HMDB0009827,1.27 +/- 0.08,1.27000 
HMDB0009828,1.27 +/- 0.08,1.27000 
HMDB0009829,0.189 +/- 0.059,0.18900 
HMDB0009830,11.0 +/- 0.7,11.00000 
HMDB0009831,11.0 +/- 0.7,11.00000 
HMDB0009832,1.28 +/- 0.14,1.28000 
HMDB0009833,1.28 +/- 0.14,1.28000 
HMDB0009834,1.78 +/- 0.14,1.78000 
HMDB0009835,2.64 +/- 1.30,2.64000 
HMDB0009836,4.29 +/- 0.39,4.29000 
HMDB0009837,4.29 +/- 0.39,4.29000 
HMDB0009838,1.17 +/- 0.06,1.17000 
HMDB0009839,1.27 +/- 0.08,1.27000 
HMDB0009840,1.27 +/- 0.08,1.27000 
HMDB0009841,0.189 +/- 0.059,0.18900 
HMDB0009842,11.0 +/- 0.7,11.00000 
HMDB0009843,11.0 +/- 0.7,11.00000 
HMDB0009844,1.28 +/- 0.14,1.28000 
HMDB0009845,1.28 +/- 0.14,1.28000 
HMDB0009846,2.64 +/- 1.30,2.64000 
HMDB0009847,4.29 +/- 0.39,4.29000 
HMDB0009848,1.17 +/- 0.06,1.17000 
HMDB0009849,1.17 +/- 0.06,1.17000 
HMDB0009850,1.27 +/- 0.08,1.27000 
HMDB0009851,0.189 +/- 0.059,0.18900 
HMDB0009852,1.830 +/- 0.140,1.83000 
HMDB0009853,11.0 +/- 0.7,11.00000 
HMDB0009854,1.28 +/- 0.14,1.28000 
HMDB0009855,1.28 +/- 0.14,1.28000 
HMDB0009856,0.451 +/- 0.030,0.45100 
HMDB0009857,0.475 +/- 0.046,0.47500 
HMDB0009858,1.17 +/- 0.06,1.17000 
HMDB0009859,1.27 +/- 0.08,1.27000 
HMDB0009860,1.27 +/- 0.08,1.27000 
HMDB0009861,0.540 +/- 0.053,0.54000 
HMDB0009862,1.17 +/- 0.06,1.17000 
HMDB0009863,1.27 +/- 0.08,1.27000 
HMDB0009864,1.27 +/- 0.08,1.27000 
HMDB0009865,0.540 +/- 0.053,0.54000 
HMDB0009866,0.269 +/- 0.015,0.26900 
HMDB0009867,0.189 +/- 0.059,0.18900 
HMDB0009868,0.217 +/- 0.019,0.21700 
HMDB0009869,0.451 +/- 0.030,0.45100 
HMDB0009870,0.189 +/- 0.059,0.18900 
HMDB0009871,0.189 +/- 0.059,0.18900 
HMDB0009872,1.830 +/- 0.140,1.83000 
HMDB0009873,0.475 +/- 0.046,0.47500 
HMDB0009874,0.475 +/- 0.046,0.47500 
HMDB0009875,4.29 +/- 0.39,4.29000 
HMDB0009876,0.189 +/- 0.059,0.18900 
HMDB0009877,11.0 +/- 0.7,11.00000 
HMDB0009878,0.451 +/- 0.030,0.45100 
HMDB0009879,1.17 +/- 0.06,1.17000 
HMDB0009880,1.830 +/- 0.140,1.83000 
HMDB0009881,11.0 +/- 0.7,11.00000 
HMDB0009882,11.0 +/- 0.7,11.00000 
HMDB0009883,1.28 +/- 0.14,1.28000 
HMDB0009884,0.540 +/- 0.053,0.54000 
HMDB0009885,0.540 +/- 0.053,0.54000 
HMDB0009886,1.17 +/- 0.06,1.17000 
HMDB0009887,1.830 +/- 0.140,1.83000 
HMDB0009888,11.0 +/- 0.7,11.00000 
HMDB0009889,11.0 +/- 0.7,11.00000 
HMDB0009890,1.28 +/- 0.14,1.28000 
HMDB0009891,0.540 +/- 0.053,0.54000 
HMDB0009892,0.540 +/- 0.053,0.54000 
HMDB0009893,1.27 +/- 0.08,1.27000 
HMDB0009894,11.0 +/- 0.7,11.00000 
HMDB0009895,1.28 +/- 0.14,1.28000 
HMDB0009896,1.28 +/- 0.14,1.28000 
HMDB0009897,0.451 +/- 0.030,0.45100 
HMDB0009898,0.475 +/- 0.046,0.47500 
HMDB0009899,1.27 +/- 0.08,1.27000 
HMDB0009900,11.0 +/- 0.7,11.00000 
HMDB0009901,1.28 +/- 0.14,1.28000 
HMDB0009902,1.28 +/- 0.14,1.28000 
HMDB0009903,0.451 +/- 0.030,0.45100 
HMDB0009904,0.475 +/- 0.046,0.47500 
HMDB0009905,0.189 +/- 0.059,0.18900 
HMDB0009906,0.451 +/- 0.030,0.45100 
HMDB0009907,1.830 +/- 0.140,1.83000 
HMDB0009908,1.28 +/- 0.14,1.28000 
HMDB0009909,0.475 +/- 0.046,0.47500 
HMDB0009910,0.540 +/- 0.053,0.54000 
HMDB0009911,0.540 +/- 0.053,0.54000 
HMDB0009912,11.0 +/- 0.7,11.00000 
HMDB0009913,0.451 +/- 0.030,0.45100 
HMDB0009914,11.0 +/- 0.7,11.00000 
HMDB0009915,0.451 +/- 0.030,0.45100 
HMDB0009916,1.28 +/- 0.14,1.28000 
HMDB0009917,0.475 +/- 0.046,0.47500 
HMDB0009918,1.28 +/- 0.14,1.28000 
HMDB0009919,0.475 +/- 0.046,0.47500 
HMDB0009920,0.540 +/- 0.053,0.54000 
HMDB0010163,0.733 +/- 0.149,0.73300 
HMDB0010165,0.481 +/- 0.083,0.48100 
HMDB0010166,0.114 +/- 0.045,0.11400 
HMDB0010167,0.637 +/- 0.109,0.63700 
HMDB0010168,16.7 +/- 0.2,16.70000 
HMDB0010169,60.00-190.0,190.00000 
HMDB0010199,0.000213 +/- 0.000048,0.00021 
HMDB0010200,0.000416 +/- 0.000080 ,0.00042 
HMDB0010201,<0.0002,0.00020 
HMDB0010202,0.000517 +/- 0.000084,0.00052 
HMDB0010203,0.000493 +/- 0.000017,0.00049 
HMDB0010204,0.00196 +/- 0.00452 ,0.00196 
HMDB0010205,0.000119 +/- 0.000029,0.00012 
HMDB0010206,0.00327 +/- 0.000226,0.00327 
HMDB0010207,0.000437 +/- 0.000028 ,0.00044 
HMDB0010208,0.0145 +/- 0.001 ,0.01450 
HMDB0010209,0.000197 +/- 0.000019,0.00020 
HMDB0010210,0.000069 +/- 0.000033,0.00007 
HMDB0010211,0.0144 +/- 0.0011,0.01440 
HMDB0010212,0.000111 +/- 0.000031 ,0.00011 
HMDB0010213,0.000194 +/- 0.000007,0.00019 
HMDB0010214,0.00123 +/- 0.000389,0.00123 
HMDB0010216,0.000527 +/- 0.000017,0.00053 
HMDB0010217,0.000136 +/- 0.000018,0.00014 
HMDB0010219,<0.0001,0.00010 
HMDB0010220,0.00208 +/- 0.000075 ,0.00208 
HMDB0010221,0.00236 +/- 0.000150 ,0.00236 
HMDB0010222,0.001704 +/- 0.000081,0.00170 
HMDB0010224,0.00198 +/- 0.000122 ,0.00198 
HMDB0010316,30.2 +/- 3.36,30.20000 
HMDB0010318,1.5 +/- 0.11,1.50000 
HMDB0010319,4.07 +/- 1.68,4.07000 
HMDB0010325,2.9 +/- 1.3,2.90000 
HMDB0010335,0.017 +/- 0.004,0.01700 
HMDB0010340,0.0068 +/- 0.004,0.00680 
HMDB0010343,13.0 (0.26-26.16),13.00000 
HMDB0010345,0.0008 (0.0004-0.0021),0.00080 
HMDB0010367,4.19 +/-1.04,4.19000 
HMDB0010368,37.50 +/- 2.81,37.50000 
HMDB0010369,23.66 +/- 1.58,23.66000 
HMDB0010370,23.60 +/- 0.13,23.60000 
HMDB0010371,2.47 +/- 1.96,2.47000 
HMDB0010372,1.86 +/- 2.43,1.86000 
HMDB0010373,32 +/- 1,32.00000 
HMDB0010374,3.28 +/- 3.46,3.28000 
HMDB0010376,0.92 +/- 0.55,0.92000 
HMDB0010378,0.095 +/- 0.012,0.09500 
HMDB0010379,2.02 (0.99-2.63),2.02000 
HMDB0010380,0.211 +/- 0.085,0.21100 
HMDB0010381,1.764 +/- 0.855,1.76400 
HMDB0010382,141 +/- 50,141.00000 
HMDB0010383,2.86 (0.01-4.99),2.86000 
HMDB0010384,48.5 +/- 20.2,48.50000 
HMDB0010385,31.5 +/- 10.4,31.50000 
HMDB0010386,30.33 +/- 10.3,30.33000 
HMDB0010387,0.234 +/- 0.098,0.23400 
HMDB0010388,1.239 +/- 0.542,1.23900 
HMDB0010389,0.286 +/- 0.319,0.28600 
HMDB0010390,0.688 +/- 0.375,0.68800 
HMDB0010391,0.526 +/- 0.166,0.52600 
HMDB0010392,0.712 +/- 0.247,0.71200 
HMDB0010393,2.65 +/- 0.68,2.65000 
HMDB0010394,2.65 +/- 0.68,2.65000 
HMDB0010395,6.13 +/- 2.55,6.13000 
HMDB0010396,6.13 +/- 2.55,6.13000 
HMDB0010397,1.608 +/- 0.163,1.60800 
HMDB0010398,0.430 +/- 0.085,0.43000 
HMDB0010399,0.569 +/- 0.260,0.56900 
HMDB0010400,0.095 +/- 0.114,0.09500 
HMDB0010401,0.064 (0 - 0.128),0.06400 
HMDB0010402,0.107 +/- 0.025,0.10700 
HMDB0010403,0.743 +/- 0.219,0.74300 
HMDB0010404,2.780 +/- 0.294,2.78000 
HMDB0010405,0.38 (0.11-2.54),0.38000 
HMDB0010406,0.728 +/- 0.564,0.72800 
HMDB0010407,0.928 +/- 0.113,0.92800 
HMDB0010408,0.13,0.13000 
HMDB0010410,0.001 +/- 0.000234,0.00100 
HMDB0010414,27.0 +/- 2.9,27.00000 
HMDB0010415,20.2 +/- 4.1,20.20000 
HMDB0010416,63.6 +/- 1.8,63.60000 
HMDB0010417,57.1 +/- 5.5,57.10000 
HMDB0010418,36.5 +/- 2.6,36.50000 
HMDB0010420,20.2 +/- 4.1,20.20000 
HMDB0010421,20.2 +/- 4.1,20.20000 
HMDB0010423,79.8 +/- 8.9,79.80000 
HMDB0010424,18.9 +/- 3.2,18.90000 
HMDB0010425,139.5 +/- 10.0,139.50000 
HMDB0010426,27.0 +/- 2.9,27.00000 
HMDB0010427,11.6 +/- 2.8,11.60000 
HMDB0010428,63.6 +/- 1.8,63.60000 
HMDB0010429,63.6 +/- 1.8,63.60000 
HMDB0010430,79.8 +/- 8.9,79.80000 
HMDB0010431,29.6 +/- 1.9,29.60000 
HMDB0010432,214.8 +/- 22.0,214.80000 
HMDB0010434,79.8 +/- 8.9,79.80000 
HMDB0010435,79.8 +/- 8.9,79.80000 
HMDB0010436,57.1 +/- 5.5,57.10000 
HMDB0010437,139.5 +/- 10.0,139.50000 
HMDB0010438,139.5 +/- 10.0,139.50000 
HMDB0010439,214.8 +/- 22.0,214.80000 
HMDB0010440,90.9 +/- 9.6,90.90000 
HMDB0010441,53.6 +/- 6.0,53.60000 
HMDB0010442,214.8 +/- 22.0,214.80000 
HMDB0010443,214.8 +/- 22.0,214.80000 
HMDB0010444,90.9 +/- 9.6,90.90000 
HMDB0010445,21.5 +/- 4.3,21.50000 
HMDB0010446,21.5 +/- 4.3,21.50000 
HMDB0010447,69.1 +/- 9.5,69.10000 
HMDB0010448,79.8 +/- 8.9,79.80000 
HMDB0010449,57.1 +/- 5.5,57.10000 
HMDB0010450,32.0 +/- 1.4,32.00000 
HMDB0010451,90.9 +/- 9.6,90.90000 
HMDB0010452,69.1 +/- 9.5,69.10000 
HMDB0010453,36.5 +/- 2.6,36.50000 
HMDB0010454,23.5 +/- 2.6,23.50000 
HMDB0010456,68.5 +/- 10.3,68.50000 
HMDB0010457,69.1 +/- 9.5,69.10000 
HMDB0010458,68.5 +/- 10.3,68.50000 
HMDB0010459,53.6 +/- 6.0,53.60000 
HMDB0010460,53.6 +/- 6.0,53.60000 
HMDB0010470,18.9 +/- 3.2,18.90000 
HMDB0010473,32.0 +/- 1.4,32.00000 
HMDB0010474,68.5 +/- 10.3,68.50000 
HMDB0010477,53.6 +/- 6.0,53.60000 
HMDB0010479,53.6 +/- 6.0,53.60000 
HMDB0010481,36.5 +/- 2.6,36.50000 
HMDB0010482,36.5 +/- 2.6,36.50000 
HMDB0010485,23.5 +/- 2.6,23.50000 
HMDB0010491,23.5 +/- 2.6,23.50000 
HMDB0010501,36.5 +/- 2.6,36.50000 
HMDB0010573,0.604 +/- 0.044,0.60400 
HMDB0010574,0.604 +/- 0.044,0.60400 
HMDB0010575,0.080 +/- 0.010,0.08000 
HMDB0010578,0.338 +/- 0.052,0.33800 
HMDB0010579,0.338 +/- 0.052,0.33800 
HMDB0010580,0.217 +/- 0.036,0.21700 
HMDB0010581,0.191 +/- 0.026,0.19100 
HMDB0010582,0.605 +/- 0.127,0.60500 
HMDB0010583,0.605 +/- 0.127,0.60500 
HMDB0010584,0.919 +/- 0.137,0.91900 
HMDB0010587,0.604 +/- 0.044,0.60400 
HMDB0010588,0.080 +/- 0.010,0.08000 
HMDB0010589,0.080 +/- 0.010,0.08000 
HMDB0010593,0.217 +/- 0.036,0.21700 
HMDB0010594,0.217 +/- 0.036,0.21700 
HMDB0010595,0.351 +/- 0.025,0.35100 
HMDB0010596,0.605 +/- 0.127,0.60500 
HMDB0010597,0.919 +/- 0.137,0.91900 
HMDB0010598,0.919 +/- 0.137,0.91900 
HMDB0010601,0.604 +/- 0.044,0.60400 
HMDB0010603,1.59 +/- 0.12,1.59000 
HMDB0010604,1.59 +/- 0.12,1.59000 
HMDB0010605,0.194 +/- 0.010,0.19400 
HMDB0010606,0.338 +/- 0.052,0.33800 
HMDB0010607,0.338 +/- 0.052,0.33800 
HMDB0010610,0.191 +/- 0.026,0.19100 
HMDB0010611,0.323 +/- 0.019,0.32300 
HMDB0010612,0.159 +/- 0.029,0.15900 
HMDB0010613,0.159 +/- 0.029,0.15900 
HMDB0010614,0.145 +/- 0.021,0.14500 
HMDB0010615,0.604 +/- 0.044,0.60400 
HMDB0010616,0.080 +/- 0.010,0.08000 
HMDB0010617,1.59 +/- 0.12,1.59000 
HMDB0010618,0.194 +/- 0.010,0.19400 
HMDB0010619,0.194 +/- 0.010,0.19400 
HMDB0010620,0.338 +/- 0.052,0.33800 
HMDB0010621,0.217 +/- 0.036,0.21700 
HMDB0010622,0.217 +/- 0.036,0.21700 
HMDB0010623,0.191 +/- 0.026,0.19100 
HMDB0010624,0.191 +/- 0.026,0.19100 
HMDB0010625,0.605 +/- 0.127,0.60500 
HMDB0010626,0.159 +/- 0.029,0.15900 
HMDB0010627,0.145 +/- 0.021,0.14500 
HMDB0010628,0.145 +/- 0.021,0.14500 
HMDB0010629,0.181 +/- 0.024,0.18100 
HMDB0010630,0.604 +/- 0.044,0.60400 
HMDB0010631,0.080 +/- 0.010,0.08000 
HMDB0010632,1.59 +/- 0.12,1.59000 
HMDB0010633,0.194 +/- 0.010,0.19400 
HMDB0010634,0.194 +/- 0.010,0.19400 
HMDB0010635,0.338 +/- 0.052,0.33800 
HMDB0010636,0.217 +/- 0.036,0.21700 
HMDB0010637,0.217 +/- 0.036,0.21700 
HMDB0010638,0.191 +/- 0.026,0.19100 
HMDB0010639,0.191 +/- 0.026,0.19100 
HMDB0010640,0.605 +/- 0.127,0.60500 
HMDB0010641,0.159 +/- 0.029,0.15900 
HMDB0010642,0.145 +/- 0.021,0.14500 
HMDB0010643,0.145 +/- 0.021,0.14500 
HMDB0010644,0.181 +/- 0.024,0.18100 
HMDB0010645,0.080 +/- 0.010,0.08000 
HMDB0010647,0.194 +/- 0.010,0.19400 
HMDB0010648,0.338 +/- 0.052,0.33800 
HMDB0010649,0.338 +/- 0.052,0.33800 
HMDB0010650,0.217 +/- 0.036,0.21700 
HMDB0010651,0.351 +/- 0.025,0.35100 
HMDB0010652,0.351 +/- 0.025,0.35100 
HMDB0010653,0.605 +/- 0.127,0.60500 
HMDB0010654,0.605 +/- 0.127,0.60500 
HMDB0010655,0.919 +/- 0.137,0.91900 
HMDB0010656,0.145 +/- 0.021,0.14500 
HMDB0010657,0.181 +/- 0.024,0.18100 
HMDB0010658,0.181 +/- 0.024,0.18100 
HMDB0010659,0.105 +/- 0.018,0.10500 
HMDB0010662,0.338 +/- 0.052,0.33800 
HMDB0010663,0.217 +/- 0.036,0.21700 
HMDB0010664,0.217 +/- 0.036,0.21700 
HMDB0010665,0.351 +/- 0.025,0.35100 
HMDB0010668,0.919 +/- 0.137,0.91900 
HMDB0010669,0.919 +/- 0.137,0.91900 
HMDB0010671,0.181 +/- 0.024,0.18100 
HMDB0010672,0.105 +/- 0.018,0.10500 
HMDB0010673,0.105 +/- 0.018,0.10500 
HMDB0010674,"0.116 +/- 0.019		",0.11600 
HMDB0010677,0.338 +/- 0.052,0.33800 
HMDB0010678,0.217 +/- 0.036,0.21700 
HMDB0010679,0.217 +/- 0.036,0.21700 
HMDB0010680,0.351 +/- 0.025,0.35100 
HMDB0010683,0.919 +/- 0.137,0.91900 
HMDB0010684,0.919 +/- 0.137,0.91900 
HMDB0010686,0.181 +/- 0.024,0.18100 
HMDB0010687,0.105 +/- 0.018,0.10500 
HMDB0010688,0.105 +/- 0.018,0.10500 
HMDB0010689,"0.116 +/- 0.019		",0.11600 
HMDB0011119,0.0013 (0.00-0.0063),0.00130 
HMDB0011134,0.0119 +/- 0.0014,0.01190 
HMDB0011151,12.70 +/- 4.07,12.70000 
HMDB0011175,0.03,0.03000 
HMDB0011181,0.57 (0.25-1.8),0.57000 
HMDB0011185,0.036 +/- 0.0009,0.03600 
HMDB0011201,2.59 (2.16-3.19),2.59000 
HMDB0011202,0.36 (0.05-1.88),0.36000 
HMDB0011203,2.99 (2.39-3.84),2.99000 
HMDB0011206,13.6 (11.8-15.7),13.60000 
HMDB0011207,16.6 +/- 7.90,16.60000 
HMDB0011209,173 (145-199),173.00000 
HMDB0011210,173 (145-199),173.00000 
HMDB0011211,315 (269-369),315.00000 
HMDB0011212,2.8 (2.33-3.53),2.80000 
HMDB0011213,2.8 (2.33-3.53),2.80000 
HMDB0011214,2.8 (2.33-3.53),2.80000 
HMDB0011215,1.55 (1.27-1.89),1.55000 
HMDB0011216,19.8 (16.9-22.8),19.80000 
HMDB0011217,44.5 (37.6-53.3),44.50000 
HMDB0011218,63.7 (53.6-73.5),63.70000 
HMDB0011219,63.7 (53.6-73.5),63.70000 
HMDB0011221,135 (118-151),135.00000 
HMDB0011223,1.46 (1.21-1.76),1.46000 
HMDB0011224,1.23 +/- 0.46,1.23000 
HMDB0011226,90.4 (78.8-104),90.40000 
HMDB0011227,81.9(19.68),81.90000 
HMDB0011229,103.41(31.68),103.41000 
HMDB0011231,0.44(0.12),0.44000 
HMDB0011232,15.3 (12.7-18.3),15.30000 
HMDB0011234,105 (91.8-119),105.00000 
HMDB0011235,105 (91.8-119),105.00000 
HMDB0011236,15.3 (12.7-18.3),15.30000 
HMDB0011237,16.6 +/- 7.90,16.60000 
HMDB0011240,105 (91.8-119),105.00000 
HMDB0011241,3.14(1.2),3.14000 
HMDB0011242,60.62(19.39),60.62000 
HMDB0011243,60.62(19.39),60.62000 
HMDB0011244,267.03(66.1),267.03000 
HMDB0011245,165.5(44.39),165.50000 
HMDB0011246,165.5(44.39),165.50000 
HMDB0011247,228.74(50.69),228.74000 
HMDB0011248,3.48 +/- 0.95,3.48000 
HMDB0011249,1.23 +/- 0.46,1.23000 
HMDB0011251,62.34(20.77),62.34000 
HMDB0011252,62.34(20.77),62.34000 
HMDB0011253,147.79(39.15),147.79000 
HMDB0011254,147.79(39.15),147.79000 
HMDB0011255,81.9(19.68),81.90000 
HMDB0011257,0.35 (0.3-0.42),0.35000 
HMDB0011258,0.25 (0.2-0.37),0.25000 
HMDB0011259,2.59 (2.16-3.19),2.59000 
HMDB0011260,13.85(4.15),13.85000 
HMDB0011261,13.85(4.15),13.85000 
HMDB0011262,27.8 +/- 8.8,27.80000 
HMDB0011263,0.45 (0.36-0.54),0.45000 
HMDB0011264,0.28 (0.22-0.34),0.28000 
HMDB0011267,19.8 (16.9-22.8),19.80000 
HMDB0011268,19.8 (16.9-22.8),19.80000 
HMDB0011269,16.6 +/- 7.90,16.60000 
HMDB0011270,4.02 +/- 1.47,4.02000 
HMDB0011272,105 (91.8-119),105.00000 
HMDB0011273,84.2 (71.2-101),84.20000 
HMDB0011274,19.8 (16.9-22.8),19.80000 
HMDB0011275,44.5 (37.6-53.3),44.50000 
HMDB0011276,44.5 (37.6-53.3),44.50000 
HMDB0011277,63.7 (53.6-73.5),63.70000 
HMDB0011278,135 (118-151),135.00000 
HMDB0011279,135 (118-151),135.00000 
HMDB0011280,5.2 (4.18-6.71),5.20000 
HMDB0011281,1.23 +/- 0.46,1.23000 
HMDB0011283,36.1 (31-41.9),36.10000 
HMDB0011284,90.4 (78.8-104),90.40000 
HMDB0011285,90.4 (78.8-104),90.40000 
HMDB0011286,21.8 (18.8-25.2),21.80000 
HMDB0011287,21.8 (18.8-25.2),21.80000 
HMDB0011288,60.6 (50.1-72.9 ),60.60000 
HMDB0011289,0.35 (0.3-0.42),0.35000 
HMDB0011290,0.25 (0.2-0.37),0.25000 
HMDB0011291,0.54 (0.46-0.64),0.54000 
HMDB0011292,13.85(4.15),13.85000 
HMDB0011293,27.8 +/- 8.8,27.80000 
HMDB0011294,27.8 +/- 8.8,27.80000 
HMDB0011296,0.32 +/- 0.08,0.32000 
HMDB0011297,0.19 (0.16-0.25),0.19000 
HMDB0011298,242.2 +/- 51.3,242.20000 
HMDB0011299,19.8 (16.9-22.8),19.80000 
HMDB0011300,44.5 (37.6-53.3),44.50000 
HMDB0011301,44.5 (37.6-53.3),44.50000 
HMDB0011302,16.6 +/- 7.90,16.60000 
HMDB0011303,4.02 +/- 1.47,4.02000 
HMDB0011305,242.2 +/- 51.3,242.20000 
HMDB0011306,413.3 +/- 69.2,413.30000 
HMDB0011307,19.8 (16.9-22.8),19.80000 
HMDB0011308,44.5 (37.6-53.3),44.50000 
HMDB0011309,44.5 (37.6-53.3),44.50000 
HMDB0011310,63.7 (53.6-73.5),63.70000 
HMDB0011311,135 (118-151),135.00000 
HMDB0011312,135 (118-151),135.00000 
HMDB0011313,5.2 (4.18-6.71),5.20000 
HMDB0011314,1.23 +/- 0.46,1.23000 
HMDB0011316,47.3 +/- 11.3,47.30000 
HMDB0011317,90.4 (78.8-104),90.40000 
HMDB0011318,90.4 (78.8-104),90.40000 
HMDB0011319,21.8 (18.8-25.2),21.80000 
HMDB0011320,21.8 (18.8-25.2),21.80000 
HMDB0011321,60.6 (50.1-72.9 ),60.60000 
HMDB0011322,0.35 (0.3-0.42),0.35000 
HMDB0011323,0.25 (0.2-0.37),0.25000 
HMDB0011324,0.54 (0.46-0.64),0.54000 
HMDB0011325,13.85(4.15),13.85000 
HMDB0011326,27.8 +/- 8.8,27.80000 
HMDB0011327,27.8 +/- 8.8,27.80000 
HMDB0011329,0.32 +/- 0.08,0.32000 
HMDB0011330,0.25 +/- 0.07,0.25000 
HMDB0011331,242.2 +/- 51.3,242.20000 
HMDB0011332,19.8 (16.9-22.8),19.80000 
HMDB0011333,44.5 (37.6-53.3),44.50000 
HMDB0011334,44.5 (37.6-53.3),44.50000 
HMDB0011537,166 +/- 130,166.00000 
HMDB0011538,146 +/- 97,146.00000 
HMDB0011567,170 +/- 170,170.00000 
HMDB0011568,37.6 +/- 36,37.60000 
HMDB0011578,4.71 +/- 4.5,4.71000 
HMDB0011599,0.1 (0.0-0.20),0.10000 
HMDB0011600,2.53 +/- 1.65,2.53000 
HMDB0011616,0.026 +/- 0.00096,0.02600 
HMDB0011623,0.11 +/- 0.03,0.11000 
HMDB0011625,0.005 (0.0-0.018),0.00500 
HMDB0011628,0.104 +/- 0.008,0.10400 
HMDB0011638,6452.494-293269.723,293269.72300 
HMDB0011659,25.3 (17.0-49.0),25.30000 
HMDB0011686,1.0 +/- 0.7,1.00000 
HMDB0011694,15.7 +/- 0.6,15.70000 
HMDB0011695,7 +/- 0.27,7.00000 
HMDB0011696,57.1 +/- 11.7,57.10000 
HMDB0011697,11.0-39.0,39.00000 
HMDB0011698,0.050-0.600,0.60000 
HMDB0011699,57.1 +/- 11.7,57.10000 
HMDB0011723,7.0 +/- 1.5,7.00000 
HMDB0011738,2.46 +/- 0.47,2.46000 
HMDB0011743,3.615 +/- 2.669,3.61500 
HMDB0011751,3.6 (0.8-26.2),3.60000 
HMDB0011759,0.088 +/- 0.0004,0.08800 
HMDB0011760,0.261 +/- 0.0004,0.26100 
HMDB0011761,0.146 +/- 0.002,0.14600 
HMDB0011762,0.038  +/- 0.001,0.03800 
HMDB0011763,0.038  +/- 0.001,0.03800 
HMDB0011764,0.089  +/- 0.001,0.08900 
HMDB0011765,0.685  +/- 0.003,0.68500 
HMDB0011768,1.22 +/- 0.004,1.22000 
HMDB0011769,0.552 +/- 0.003,0.55200 
HMDB0011771,0.041 +/- 0.002,0.04100 
HMDB0011772,0.031 +/- 0.001,0.03100 
HMDB0011773,0.012 +/- 0.001,0.01200 
HMDB0011774,0.022 +/- 0.001,0.02200 
HMDB0012085,1 +/- 0.01,1.00000 
HMDB0012087,4.11 +/- 0.08,4.11000 
HMDB0012088,11.0 +/- 2.56,11.00000 
HMDB0012089,11.0 +/- 2.56,11.00000 
HMDB0012090,2.78 +/- 0.03,2.78000 
HMDB0012091,3.32 +/- 0.1,3.32000 
HMDB0012094,22.0 +/- 4.73,22.00000 
HMDB0012095,57.1 +/- 11.7,57.10000 
HMDB0012097,9.17 +/- 0.18,9.17000 
